,YEAR,STATE,AGE,HIV,"HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)"
410,2018,Missouri,13-24,119.0,12.4,0.06274509803921546
411,2019,Missouri,13-24,109.0,11.4,-0.6568627450980387
412,2020,Missouri,13-24,74.0,7.7,-1.8921568627450975
413,2021,Missouri,13-24,109.0,11.3,0.670588235294117
414,2022,Missouri,13-24,118.0,11.3,0.670588235294117
415,2023,Missouri,13-24,118.0,11.3,0.670588235294117
416,2008,Montana,13-24,0.0,0.0,-14.556862745098039
417,2009,Montana,13-24,6.0,3.6,-11.280392156862746
418,2010,Montana,13-24,5.0,3.1,-12.26078431372549
419,2011,Montana,13-24,2.0,1.3,-13.547058823529412
420,2012,Montana,13-24,3.0,1.9,-12.905882352941177
421,2013,Montana,13-24,3.0,1.8,-12.198039215686274
422,2014,Montana,13-24,2.0,1.2,-13.129411764705882
423,2015,Montana,13-24,7.0,4.3,-9.83921568627451
424,2016,Montana,13-24,1.0,0.6,-12.71764705882353
425,2017,Montana,13-24,4.0,2.5,-10.864705882352942
426,2018,Montana,13-24,4.0,2.5,-9.837254901960785
427,2019,Montana,13-24,4.0,2.5,-9.556862745098039
428,2020,Montana,13-24,2.0,1.2,-8.392156862745098
429,2021,Montana,13-24,5.0,2.9,-7.729411764705883
430,2022,Montana,13-24,1.0,2.9,-7.729411764705883
431,2023,Montana,13-24,1.0,2.9,-7.729411764705883
432,2008,Nebraska,13-24,12.0,3.7,-10.856862745098038
433,2009,Nebraska,13-24,24.0,7.5,-7.3803921568627455
434,2010,Nebraska,13-24,29.0,9.5,-5.860784313725489
435,2011,Nebraska,13-24,13.0,4.2,-10.647058823529413
436,2012,Nebraska,13-24,16.0,5.2,-9.605882352941176
437,2013,Nebraska,13-24,18.0,5.8,-8.198039215686276
438,2014,Nebraska,13-24,15.0,4.8,-9.52941176470588
439,2015,Nebraska,13-24,25.0,7.9,-6.239215686274511
440,2016,Nebraska,13-24,10.0,3.1,-10.21764705882353
441,2017,Nebraska,13-24,20.0,6.2,-7.1647058823529415
442,2018,Nebraska,13-24,16.0,5.0,-7.337254901960785
443,2019,Nebraska,13-24,14.0,4.4,-7.656862745098039
444,2020,Nebraska,13-24,7.0,2.1,-7.492156862745098
445,2021,Nebraska,13-24,17.0,5.1,-5.529411764705884
446,2022,Nebraska,13-24,10.0,5.1,-5.529411764705884
447,2023,Nebraska,13-24,10.0,5.1,-5.529411764705884
448,2008,Nevada,13-24,58.0,14.2,-0.3568627450980397
449,2009,Nevada,13-24,63.0,15.4,0.5196078431372548
450,2010,Nevada,13-24,77.0,17.8,2.439215686274512
451,2011,Nevada,13-24,92.0,21.4,6.552941176470586
452,2012,Nevada,13-24,81.0,18.7,3.894117647058822
453,2013,Nevada,13-24,98.0,22.6,8.601960784313727
454,2014,Nevada,13-24,98.0,22.5,8.170588235294119
455,2015,Nevada,13-24,80.0,18.5,4.360784313725489
456,2016,Nevada,13-24,95.0,21.9,8.582352941176469
457,2017,Nevada,13-24,81.0,18.6,5.23529411764706
458,2018,Nevada,13-24,96.0,21.8,9.462745098039216
459,2019,Nevada,13-24,94.0,21.1,9.043137254901962
460,2020,Nevada,13-24,67.0,14.8,5.207843137254903
461,2021,Nevada,13-24,75.0,16.4,5.770588235294115
462,2022,Nevada,13-24,88.0,16.4,5.770588235294115
463,2023,Nevada,13-24,88.0,16.4,5.770588235294115
464,2008,New Hampshire,13-24,6.0,2.7,-11.856862745098038
465,2009,New Hampshire,13-24,3.0,1.4,-13.480392156862745
466,2010,New Hampshire,13-24,7.0,3.3,-12.060784313725488
467,2011,New Hampshire,13-24,5.0,2.3,-12.547058823529412
468,2012,New Hampshire,13-24,7.0,3.3,-11.505882352941178
469,2013,New Hampshire,13-24,6.0,2.8,-11.198039215686276
470,2014,New Hampshire,13-24,8.0,3.7,-10.629411764705882
471,2015,New Hampshire,13-24,6.0,2.8,-11.33921568627451
472,2016,New Hampshire,13-24,5.0,2.4,-10.91764705882353
473,2017,New Hampshire,13-24,7.0,3.4,-9.964705882352941
474,2018,New Hampshire,13-24,3.0,1.5,-10.837254901960785
475,2019,New Hampshire,13-24,1.0,0.5,-11.556862745098039
476,2020,New Hampshire,13-24,6.0,2.9,-6.692156862745097
477,2021,New Hampshire,13-24,1.0,0.5,-10.129411764705884
478,2022,New Hampshire,13-24,4.0,0.5,-10.129411764705884
479,2023,New Hampshire,13-24,4.0,0.5,-10.129411764705884
480,2008,New Jersey,13-24,216.0,16.1,1.5431372549019624
481,2009,New Jersey,13-24,218.0,16.2,1.3196078431372538
482,2010,New Jersey,13-24,235.0,17.1,1.7392156862745125
483,2011,New Jersey,13-24,200.0,14.5,-0.3470588235294123
484,2012,New Jersey,13-24,240.0,17.4,2.5941176470588214
485,2013,New Jersey,13-24,204.0,14.8,0.8019607843137262
486,2014,New Jersey,13-24,227.0,16.5,2.170588235294119
487,2015,New Jersey,13-24,213.0,15.6,1.4607843137254886
488,2016,New Jersey,13-24,202.0,14.9,1.5823529411764703
489,2017,New Jersey,13-24,201.0,15.0,1.6352941176470583
490,2018,New Jersey,13-24,187.0,14.1,1.7627450980392148
491,2019,New Jersey,13-24,185.0,14.0,1.943137254901961
492,2020,New Jersey,13-24,138.0,10.0,0.4078431372549023
493,2021,New Jersey,13-24,178.0,12.9,2.2705882352941167
494,2022,New Jersey,13-24,152.0,12.9,2.2705882352941167
495,2023,New Jersey,13-24,152.0,12.9,2.2705882352941167
496,2008,New Mexico,13-24,26.0,7.6,-6.956862745098039
497,2009,New Mexico,13-24,22.0,6.5,-8.380392156862746
498,2010,New Mexico,13-24,29.0,8.3,-7.060784313725488
499,2011,New Mexico,13-24,23.0,6.6,-8.247058823529413
500,2012,New Mexico,13-24,19.0,5.4,-9.405882352941177
501,2013,New Mexico,13-24,32.0,9.1,-4.898039215686275
502,2014,New Mexico,13-24,26.0,7.4,-6.929411764705881
503,2015,New Mexico,13-24,32.0,9.2,-4.939215686274512
504,2016,New Mexico,13-24,31.0,9.0,-4.31764705882353
505,2017,New Mexico,13-24,39.0,11.5,-1.8647058823529417
506,2018,New Mexico,13-24,23.0,6.8,-5.537254901960785
507,2019,New Mexico,13-24,30.0,8.9,-3.1568627450980387
508,2020,New Mexico,13-24,25.0,7.3,-2.292156862745098
509,2021,New Mexico,13-24,31.0,9.1,-1.529411764705884
510,2022,New Mexico,13-24,14.0,9.1,-1.529411764705884
511,2023,New Mexico,13-24,14.0,9.1,-1.529411764705884
512,2008,New York,13-24,811.0,25.2,10.64313725490196
513,2009,New York,13-24,743.0,23.1,8.219607843137256
514,2010,New York,13-24,755.0,23.1,7.7392156862745125
515,2011,New York,13-24,778.0,24.0,9.152941176470588
516,2012,New York,13-24,719.0,22.3,7.4941176470588236
517,2013,New York,13-24,675.0,21.2,7.201960784313725
518,2014,New York,13-24,667.0,21.2,6.870588235294118
519,2015,New York,13-24,576.0,18.6,4.46078431372549
520,2016,New York,13-24,506.0,16.7,3.3823529411764692
521,2017,New York,13-24,516.0,17.3,3.935294117647059
522,2018,New York,13-24,439.0,14.9,2.5627450980392155
523,2019,New York,13-24,441.0,15.3,3.2431372549019617
524,2020,New York,13-24,351.0,11.8,2.207843137254903
525,2021,New York,13-24,413.0,14.1,3.470588235294116
526,2022,New York,13-24,394.0,14.1,3.470588235294116
527,2023,New York,13-24,394.0,14.1,3.470588235294116
528,2008,North Carolina,13-24,295.0,19.2,4.64313725490196
529,2009,North Carolina,13-24,319.0,20.5,5.6196078431372545
530,2010,North Carolina,13-24,338.0,21.3,5.939215686274512
531,2011,North Carolina,13-24,340.0,21.4,6.552941176470586
532,2012,North Carolina,13-24,295.0,18.4,3.5941176470588214
533,2013,North Carolina,13-24,319.0,19.7,5.701960784313725
534,2014,North Carolina,13-24,376.0,23.1,8.77058823529412
535,2015,North Carolina,13-24,349.0,21.4,7.2607843137254875
536,2016,North Carolina,13-24,386.0,23.5,10.18235294117647
537,2017,North Carolina,13-24,324.0,19.7,6.335294117647058
538,2018,North Carolina,13-24,306.0,18.5,6.162745098039215
539,2019,North Carolina,13-24,376.0,22.7,10.64313725490196
540,2020,North Carolina,13-24,279.0,16.8,7.207843137254903
541,2021,North Carolina,13-24,351.0,20.9,10.270588235294115
542,2022,North Carolina,13-24,306.0,20.9,10.270588235294115
543,2023,North Carolina,13-24,306.0,20.9,10.270588235294115
544,2008,North Dakota,13-24,0.0,0.0,-14.556862745098039
545,2009,North Dakota,13-24,1.0,0.8,-14.080392156862745
546,2010,North Dakota,13-24,5.0,4.1,-11.26078431372549
547,2011,North Dakota,13-24,5.0,4.0,-10.847058823529412
548,2012,North Dakota,13-24,1.0,0.8,-14.005882352941176
549,2013,North Dakota,13-24,3.0,2.3,-11.698039215686276
550,2014,North Dakota,13-24,6.0,4.5,-9.829411764705881
551,2015,North Dakota,13-24,5.0,3.7,-10.439215686274512
552,2016,North Dakota,13-24,6.0,4.5,-8.81764705882353
553,2017,North Dakota,13-24,7.0,5.4,-7.964705882352941
554,2018,North Dakota,13-24,4.0,3.1,-9.237254901960785
555,2019,North Dakota,13-24,5.0,3.9,-8.156862745098039
556,2020,North Dakota,13-24,5.0,3.7,-5.8921568627450975
557,2021,North Dakota,13-24,7.0,5.2,-5.4294117647058835
558,2022,North Dakota,13-24,2.0,5.2,-5.4294117647058835
559,2023,North Dakota,13-24,2.0,5.2,-5.4294117647058835
560,2008,Ohio,13-24,230.0,12.2,-2.3568627450980397
561,2009,Ohio,13-24,268.0,14.3,-0.5803921568627448
562,2010,Ohio,13-24,267.0,14.1,-1.2607843137254893
563,2011,Ohio,13-24,281.0,14.8,-0.0470588235294116
564,2012,Ohio,13-24,277.0,14.6,-0.20588235294117752
565,2013,Ohio,13-24,297.0,15.7,1.7019607843137248
566,2014,Ohio,13-24,268.0,14.2,-0.1294117647058819
567,2015,Ohio,13-24,263.0,14.1,-0.03921568627451144
568,2016,Ohio,13-24,252.0,13.7,0.38235294117646923
569,2017,Ohio,13-24,242.0,13.2,-0.16470588235294237
570,2018,Ohio,13-24,226.0,12.5,0.1627450980392151
571,2019,Ohio,13-24,228.0,12.6,0.5431372549019606
572,2020,Ohio,13-24,204.0,11.2,1.6078431372549016
573,2021,Ohio,13-24,209.0,11.5,0.8705882352941163
574,2022,Ohio,13-24,171.0,11.5,0.8705882352941163
575,2023,Ohio,13-24,171.0,11.5,0.8705882352941163
576,2008,Oklahoma,13-24,64.0,10.1,-4.456862745098039
577,2009,Oklahoma,13-24,71.0,11.2,-3.6803921568627462
578,2010,Oklahoma,13-24,67.0,10.6,-4.760784313725489
579,2011,Oklahoma,13-24,81.0,12.7,-2.147058823529413
580,2012,Oklahoma,13-24,70.0,10.9,-3.905882352941177
581,2013,Oklahoma,13-24,79.0,12.1,-1.8980392156862749
582,2014,Oklahoma,13-24,66.0,10.1,-4.2294117647058815
583,2015,Oklahoma,13-24,66.0,10.1,-4.039215686274511
584,2016,Oklahoma,13-24,59.0,9.1,-4.21764705882353
585,2017,Oklahoma,13-24,55.0,8.5,-4.864705882352942
586,2018,Oklahoma,13-24,59.0,9.2,-3.1372549019607856
587,2019,Oklahoma,13-24,83.0,12.8,0.7431372549019617
588,2020,Oklahoma,13-24,78.0,11.9,2.3078431372549026
589,2021,Oklahoma,13-24,86.0,12.9,2.2705882352941167
590,2022,Oklahoma,13-24,68.0,12.9,2.2705882352941167
591,2023,Oklahoma,13-24,68.0,12.9,2.2705882352941167
592,2008,Oregon,13-24,35.0,5.8,-8.75686274509804
593,2009,Oregon,13-24,29.0,4.8,-10.080392156862747
594,2010,Oregon,13-24,48.0,7.9,-7.460784313725489
595,2011,Oregon,13-24,39.0,6.4,-8.447058823529412
596,2012,Oregon,13-24,34.0,5.6,-9.205882352941178
597,2013,Oregon,13-24,32.0,5.3,-8.698039215686276
598,2014,Oregon,13-24,28.0,4.6,-9.729411764705882
599,2015,Oregon,13-24,28.0,4.6,-9.539215686274511
600,2016,Oregon,13-24,35.0,5.7,-7.61764705882353
601,2017,Oregon,13-24,34.0,5.6,-7.764705882352942
602,2018,Oregon,13-24,34.0,5.6,-6.737254901960785
603,2019,Oregon,13-24,21.0,3.4,-8.656862745098039
604,2020,Oregon,13-24,30.0,4.9,-4.692156862745097
605,2021,Oregon,13-24,26.0,4.2,-6.4294117647058835
606,2022,Oregon,13-24,32.0,4.2,-6.4294117647058835
607,2023,Oregon,13-24,32.0,4.2,-6.4294117647058835
608,2008,Pennsylvania,13-24,307.0,14.9,0.34313725490196134
609,2009,Pennsylvania,13-24,340.0,16.6,1.719607843137256
610,2010,Pennsylvania,13-24,311.0,14.8,-0.5607843137254882
611,2011,Pennsylvania,13-24,299.0,14.3,-0.5470588235294116
612,2012,Pennsylvania,13-24,320.0,15.4,0.5941176470588232
613,2013,Pennsylvania,13-24,281.0,13.6,-0.39803921568627487
614,2014,Pennsylvania,13-24,258.0,12.7,-1.629411764705882
615,2015,Pennsylvania,13-24,266.0,13.3,-0.8392156862745104
616,2016,Pennsylvania,13-24,258.0,13.1,-0.21764705882353041
617,2017,Pennsylvania,13-24,254.0,13.0,-0.36470588235294166
618,2018,Pennsylvania,13-24,227.0,11.8,-0.5372549019607842
619,2019,Pennsylvania,13-24,216.0,11.4,-0.6568627450980387
620,2020,Pennsylvania,13-24,159.0,8.2,-1.3921568627450984
621,2021,Pennsylvania,13-24,181.0,9.4,-1.2294117647058833
622,2022,Pennsylvania,13-24,158.0,9.4,-1.2294117647058833
623,2023,Pennsylvania,13-24,158.0,9.4,-1.2294117647058833
624,2008,Rhode Island,13-24,14.0,7.7,-6.856862745098039
625,2009,Rhode Island,13-24,23.0,12.8,-2.080392156862745
626,2010,Rhode Island,13-24,16.0,8.5,-6.860784313725489
627,2011,Rhode Island,13-24,11.0,5.9,-8.947058823529412
628,2012,Rhode Island,13-24,5.0,2.7,-12.105882352941176
629,2013,Rhode Island,13-24,15.0,8.2,-5.798039215686275
630,2014,Rhode Island,13-24,14.0,7.7,-6.629411764705881
631,2015,Rhode Island,13-24,7.0,3.9,-10.23921568627451
632,2016,Rhode Island,13-24,11.0,6.2,-7.11764705882353
633,2017,Rhode Island,13-24,12.0,6.9,-6.464705882352941
634,2018,Rhode Island,13-24,15.0,8.7,-3.6372549019607856
635,2019,Rhode Island,13-24,15.0,8.8,-3.2568627450980383
636,2020,Rhode Island,13-24,11.0,6.3,-3.292156862745098
637,2021,Rhode Island,13-24,16.0,9.2,-1.4294117647058844
638,2022,Rhode Island,13-24,8.0,9.2,-1.4294117647058844
639,2023,Rhode Island,13-24,8.0,9.2,-1.4294117647058844
640,2008,South Carolina,13-24,161.0,21.5,6.943137254901961
641,2009,South Carolina,13-24,178.0,23.6,8.719607843137256
642,2010,South Carolina,13-24,227.0,29.2,13.83921568627451
643,2011,South Carolina,13-24,217.0,27.8,12.952941176470588
644,2012,South Carolina,13-24,202.0,25.8,10.994117647058824
645,2013,South Carolina,13-24,190.0,24.1,10.101960784313727
646,2014,South Carolina,13-24,241.0,30.6,16.27058823529412
647,2015,South Carolina,13-24,179.0,22.8,8.66078431372549
648,2016,South Carolina,13-24,191.0,24.4,11.082352941176469
649,2017,South Carolina,13-24,166.0,21.3,7.935294117647059
650,2018,South Carolina,13-24,161.0,20.6,8.262745098039217
651,2019,South Carolina,13-24,194.0,24.7,12.64313725490196
652,2020,South Carolina,13-24,149.0,19.0,9.407843137254902
653,2021,South Carolina,13-24,165.0,20.6,9.970588235294118
654,2022,South Carolina,13-24,171.0,20.6,9.970588235294118
655,2023,South Carolina,13-24,171.0,20.6,9.970588235294118
656,2008,South Dakota,13-24,1.0,0.7,-13.85686274509804
657,2009,South Dakota,13-24,0.0,0.0,-14.880392156862746
658,2010,South Dakota,13-24,4.0,2.9,-12.460784313725489
659,2011,South Dakota,13-24,1.0,0.7,-14.147058823529413
660,2012,South Dakota,13-24,1.0,0.7,-14.105882352941178
661,2013,South Dakota,13-24,3.0,2.2,-11.798039215686273
662,2014,South Dakota,13-24,2.0,1.4,-12.92941176470588
663,2015,South Dakota,13-24,5.0,3.6,-10.539215686274511
664,2016,South Dakota,13-24,6.0,4.3,-9.017647058823531
665,2017,South Dakota,13-24,6.0,4.3,-9.064705882352943
666,2018,South Dakota,13-24,3.0,2.1,-10.237254901960785
667,2019,South Dakota,13-24,5.0,3.5,-8.556862745098039
668,2020,South Dakota,13-24,6.0,4.2,-5.3921568627450975
669,2021,South Dakota,13-24,4.0,2.7,-7.9294117647058835
670,2022,South Dakota,13-24,7.0,2.7,-7.9294117647058835
671,2023,South Dakota,13-24,7.0,2.7,-7.9294117647058835
672,2008,Tennessee,13-24,222.0,22.3,7.743137254901962
673,2009,Tennessee,13-24,198.0,19.8,4.919607843137255
674,2010,Tennessee,13-24,205.0,19.9,4.53921568627451
675,2011,Tennessee,13-24,220.0,21.2,6.352941176470587
676,2012,Tennessee,13-24,238.0,22.7,7.894117647058822
677,2013,Tennessee,13-24,200.0,19.0,5.0019607843137255
678,2014,Tennessee,13-24,211.0,20.0,5.670588235294119
679,2015,Tennessee,13-24,201.0,19.2,5.060784313725488
680,2016,Tennessee,13-24,190.0,18.2,4.882352941176469
681,2017,Tennessee,13-24,191.0,18.3,4.935294117647059
682,2018,Tennessee,13-24,170.0,16.3,3.962745098039216
683,2019,Tennessee,13-24,166.0,15.9,3.8431372549019613
684,2020,Tennessee,13-24,160.0,15.1,5.507843137254902
685,2021,Tennessee,13-24,215.0,20.0,9.370588235294116
686,2022,Tennessee,13-24,212.0,20.0,9.370588235294116
687,2023,Tennessee,13-24,212.0,20.0,9.370588235294116
688,2008,Texas,13-24,861.0,20.2,5.64313725490196
689,2009,Texas,13-24,979.0,22.8,7.919607843137255
690,2010,Texas,13-24,1050.0,23.6,8.239215686274513
691,2011,Texas,13-24,1031.0,22.9,8.052941176470586
692,2012,Texas,13-24,1054.0,23.0,8.194117647058823
693,2013,Texas,13-24,1032.0,22.2,8.201960784313725
694,2014,Texas,13-24,1142.0,24.2,9.870588235294118
695,2015,Texas,13-24,1118.0,23.4,9.260784313725487
696,2016,Texas,13-24,1056.0,22.0,8.68235294117647
697,2017,Texas,13-24,995.0,20.6,7.23529411764706
698,2018,Texas,13-24,1007.0,20.7,8.362745098039214
699,2019,Texas,13-24,1032.0,21.1,9.043137254901962
700,2020,Texas,13-24,835.0,16.8,7.207843137254903
701,2021,Texas,13-24,940.0,18.6,7.970588235294118
702,2022,Texas,13-24,994.0,18.6,7.970588235294118
703,2023,Texas,13-24,994.0,18.6,7.970588235294118
704,2008,Utah,13-24,17.0,3.1,-11.45686274509804
705,2009,Utah,13-24,16.0,2.9,-11.980392156862745
706,2010,Utah,13-24,17.0,3.2,-12.16078431372549
707,2011,Utah,13-24,23.0,4.2,-10.647058823529413
708,2012,Utah,13-24,16.0,2.9,-11.905882352941177
709,2013,Utah,13-24,18.0,3.2,-10.798039215686273
710,2014,Utah,13-24,20.0,3.5,-10.829411764705881
711,2015,Utah,13-24,15.0,2.6,-11.539215686274511
712,2016,Utah,13-24,32.0,5.4,-7.91764705882353
713,2017,Utah,13-24,26.0,4.3,-9.064705882352943
714,2018,Utah,13-24,27.0,4.4,-7.9372549019607845
715,2019,Utah,13-24,39.0,6.2,-5.856862745098039
716,2020,Utah,13-24,24.0,3.7,-5.8921568627450975
717,2021,Utah,13-24,26.0,3.9,-6.729411764705883
718,2022,Utah,13-24,30.0,3.9,-6.729411764705883
719,2023,Utah,13-24,30.0,3.9,-6.729411764705883
720,2008,Vermont,13-24,0.0,0.0,-14.556862745098039
721,2009,Vermont,13-24,6.0,5.5,-9.380392156862746
722,2010,Vermont,13-24,5.0,4.8,-10.560784313725488
723,2011,Vermont,13-24,2.0,1.9,-12.947058823529412
724,2012,Vermont,13-24,3.0,2.9,-11.905882352941177
725,2013,Vermont,13-24,1.0,1.0,-12.998039215686275
726,2014,Vermont,13-24,6.0,5.7,-8.629411764705882
727,2015,Vermont,13-24,0.0,0.0,-14.139215686274511
728,2016,Vermont,13-24,0.0,0.0,-13.31764705882353
729,2017,Vermont,13-24,3.0,2.9,-10.464705882352941
730,2018,Vermont,13-24,3.0,3.0,-9.337254901960785
731,2019,Vermont,13-24,2.0,2.0,-10.056862745098039
732,2020,Vermont,13-24,0.0,0.0,-9.592156862745098
733,2021,Vermont,13-24,2.0,1.9,-8.729411764705883
734,2022,Vermont,13-24,0.0,1.9,-8.729411764705883
735,2023,Vermont,13-24,0.0,1.9,-8.729411764705883
736,2008,Virginia,13-24,233.0,17.6,3.0431372549019624
737,2009,Virginia,13-24,233.0,17.6,2.719607843137256
738,2010,Virginia,13-24,245.0,18.5,3.139215686274511
739,2011,Virginia,13-24,214.0,16.1,1.2529411764705891
740,2012,Virginia,13-24,235.0,17.6,2.7941176470588243
741,2013,Virginia,13-24,248.0,18.5,4.5019607843137255
742,2014,Virginia,13-24,240.0,17.9,3.5705882352941174
743,2015,Virginia,13-24,261.0,19.5,5.360784313725489
744,2016,Virginia,13-24,217.0,16.2,2.8823529411764692
745,2017,Virginia,13-24,212.0,15.9,2.5352941176470587
746,2018,Virginia,13-24,196.0,14.7,2.3627450980392144
747,2019,Virginia,13-24,166.0,12.5,0.443137254901961
748,2020,Virginia,13-24,144.0,10.7,1.1078431372549016
749,2021,Virginia,13-24,172.0,12.7,2.0705882352941156
750,2022,Virginia,13-24,151.0,12.7,2.0705882352941156
751,2023,Virginia,13-24,151.0,12.7,2.0705882352941156
752,2008,Washington,13-24,80.0,7.4,-7.156862745098039
753,2009,Washington,13-24,81.0,7.5,-7.3803921568627455
754,2010,Washington,13-24,72.0,6.6,-8.76078431372549
755,2011,Washington,13-24,67.0,6.1,-8.747058823529413
756,2012,Washington,13-24,77.0,6.9,-7.905882352941177
757,2013,Washington,13-24,73.0,6.6,-7.398039215686275
758,2014,Washington,13-24,69.0,6.2,-8.129411764705882
759,2015,Washington,13-24,76.0,6.9,-7.239215686274511
760,2016,Washington,13-24,68.0,6.1,-7.21764705882353
761,2017,Washington,13-24,63.0,5.7,-7.6647058823529415
762,2018,Washington,13-24,62.0,5.6,-6.737254901960785
763,2019,Washington,13-24,62.0,5.6,-6.456862745098039
764,2020,Washington,13-24,58.0,5.1,-4.492156862745098
765,2021,Washington,13-24,54.0,4.8,-5.829411764705884
766,2022,Washington,13-24,68.0,4.8,-5.829411764705884
767,2023,Washington,13-24,68.0,4.8,-5.829411764705884
768,2008,West Virginia,13-24,13.0,4.6,-9.95686274509804
769,2009,West Virginia,13-24,10.0,3.6,-11.280392156862746
770,2010,West Virginia,13-24,12.0,4.3,-11.060784313725488
771,2011,West Virginia,13-24,18.0,6.4,-8.447058823529412
772,2012,West Virginia,13-24,18.0,6.4,-8.405882352941177
773,2013,West Virginia,13-24,10.0,3.5,-10.498039215686275
774,2014,West Virginia,13-24,21.0,7.5,-6.829411764705881
775,2015,West Virginia,13-24,18.0,6.5,-7.639215686274511
776,2016,West Virginia,13-24,10.0,3.7,-9.617647058823529
777,2017,West Virginia,13-24,22.0,8.3,-5.064705882352941
778,2018,West Virginia,13-24,15.0,5.7,-6.637254901960785
779,2019,West Virginia,13-24,24.0,9.3,-2.7568627450980383
780,2020,West Virginia,13-24,4.0,1.5,-8.092156862745098
781,2021,West Virginia,13-24,11.0,4.2,-6.4294117647058835
782,2022,West Virginia,13-24,10.0,4.2,-6.4294117647058835
783,2023,West Virginia,13-24,10.0,4.2,-6.4294117647058835
784,2008,Wisconsin,13-24,59.0,6.1,-8.45686274509804
785,2009,Wisconsin,13-24,67.0,6.9,-7.980392156862745
786,2010,Wisconsin,13-24,66.0,7.1,-8.26078431372549
787,2011,Wisconsin,13-24,61.0,6.5,-8.347058823529412
788,2012,Wisconsin,13-24,54.0,5.8,-9.005882352941178
789,2013,Wisconsin,13-24,53.0,5.6,-8.398039215686275
790,2014,Wisconsin,13-24,64.0,6.8,-7.529411764705881
791,2015,Wisconsin,13-24,57.0,6.1,-8.039215686274511
792,2016,Wisconsin,13-24,69.0,7.4,-5.91764705882353
793,2017,Wisconsin,13-24,66.0,7.1,-6.264705882352942
794,2018,Wisconsin,13-24,46.0,5.0,-7.337254901960785
795,2019,Wisconsin,13-24,48.0,5.2,-6.856862745098039
796,2020,Wisconsin,13-24,42.0,4.5,-5.092156862745098
797,2021,Wisconsin,13-24,52.0,5.5,-5.129411764705884
798,2022,Wisconsin,13-24,71.0,5.5,-5.129411764705884
799,2023,Wisconsin,13-24,71.0,5.5,-5.129411764705884
800,2008,Wyoming,13-24,3.0,3.2,-11.356862745098038
801,2009,Wyoming,13-24,4.0,4.2,-10.680392156862744
802,2010,Wyoming,13-24,1.0,1.1,-14.26078431372549
803,2011,Wyoming,13-24,2.0,2.2,-12.647058823529413
804,2012,Wyoming,13-24,1.0,1.1,-13.705882352941178
805,2013,Wyoming,13-24,4.0,4.2,-9.798039215686273
806,2014,Wyoming,13-24,0.0,0.0,-14.329411764705881
807,2015,Wyoming,13-24,5.0,5.4,-8.73921568627451
808,2016,Wyoming,13-24,2.0,2.2,-11.117647058823529
809,2017,Wyoming,13-24,0.0,0.0,-13.364705882352942
810,2018,Wyoming,13-24,0.0,0.0,-12.337254901960785
811,2019,Wyoming,13-24,1.0,1.1,-10.95686274509804
812,2020,Wyoming,13-24,0.0,0.0,-9.592156862745098
813,2021,Wyoming,13-24,1.0,1.1,-9.529411764705884
814,2022,Wyoming,13-24,0.0,1.1,-9.529411764705884
815,2023,Wyoming,13-24,0.0,1.1,-9.529411764705884
